[2026-06-01 16:19:01.753075] Gerçek: 580.28 | Tahmin: 580.28 | MAE Hata: 0.0000
[2026-06-01 16:43:35.237938] Gerçek: 1653.15 | Tahmin: 1653.15 | MAE Hata: 0.0000
[2026-06-01 16:43:35.329930] Gerçek: 1623.51 | Tahmin: 1623.51 | MAE Hata: 0.0000
[2026-06-01 16:43:35.410373] Gerçek: 1591.67 | Tahmin: 1591.67 | MAE Hata: 0.0000
[2026-06-01 16:43:35.509837] Gerçek: 1551.37 | Tahmin: 1551.37 | MAE Hata: 0.0000
[2026-06-01 16:43:35.602027] Gerçek: 1503.19 | Tahmin: 1503.19 | MAE Hata: 0.0000
[2026-06-01 16:50:01.724971] Gerçek: 3118.54 | Tahmin: 3118.54 | MAE Hata: 0.0000
[2026-06-01 16:50:01.728971] Gerçek: 3118.54 | Tahmin: 3118.54 | MAE Hata: 0.0000
[2026-06-01 16:50:01.933518] Gerçek: 3118.54 | Tahmin: 3118.54 | MAE Hata: 0.0000
[2026-06-01 16:50:02.037339] Gerçek: 3038.07 | Tahmin: 3038.07 | MAE Hata: 0.0000
[2026-06-01 16:50:02.111783] Gerçek: 3038.07 | Tahmin: 3038.07 | MAE Hata: 0.0000
[2026-06-01 16:50:02.214894] Gerçek: 3038.07 | Tahmin: 3038.07 | MAE Hata: 0.0000
[2026-06-01 16:50:02.320659] Gerçek: 2952.80 | Tahmin: 2952.80 | MAE Hata: 0.0000
[2026-06-01 16:50:02.421644] Gerçek: 2952.80 | Tahmin: 2952.80 | MAE Hata: 0.0000
[2026-06-01 16:50:02.494350] Gerçek: 2952.80 | Tahmin: 2952.80 | MAE Hata: 0.0000
[2026-06-01 16:50:02.579502] Gerçek: 2867.91 | Tahmin: 2867.91 | MAE Hata: 0.0000
[2026-06-01 16:50:02.687829] Gerçek: 2867.91 | Tahmin: 2867.91 | MAE Hata: 0.0000
[2026-06-01 16:50:02.774464] Gerçek: 2867.91 | Tahmin: 2867.91 | MAE Hata: 0.0000
[2026-06-01 16:50:02.859884] Gerçek: 2793.84 | Tahmin: 2793.84 | MAE Hata: 0.0000
[2026-06-01 16:50:02.995015] Gerçek: 2793.84 | Tahmin: 2793.84 | MAE Hata: 0.0000
[2026-06-01 16:50:03.110104] Gerçek: 2793.84 | Tahmin: 2793.84 | MAE Hata: 0.0000
[2026-06-01 16:50:03.172231] Gerçek: 2737.16 | Tahmin: 2737.16 | MAE Hata: 0.0000
[2026-06-01 16:50:03.248799] Gerçek: 2737.16 | Tahmin: 2737.16 | MAE Hata: 0.0000
[2026-06-01 16:50:03.387408] Gerçek: 2737.16 | Tahmin: 2737.16 | MAE Hata: 0.0000
[2026-06-01 16:50:03.481190] Gerçek: 2682.99 | Tahmin: 2682.99 | MAE Hata: 0.0000
[2026-06-01 16:50:03.521767] Gerçek: 2682.99 | Tahmin: 2682.99 | MAE Hata: 0.0000
[2026-06-01 16:50:03.615432] Gerçek: 2682.99 | Tahmin: 2682.99 | MAE Hata: 0.0000
[2026-06-01 16:50:03.738790] Gerçek: 2621.69 | Tahmin: 2621.69 | MAE Hata: 0.0000
[2026-06-01 16:50:03.784583] Gerçek: 2621.69 | Tahmin: 2621.69 | MAE Hata: 0.0000
[2026-06-01 16:50:03.878830] Gerçek: 2621.69 | Tahmin: 2621.69 | MAE Hata: 0.0000
[2026-06-01 16:50:03.997727] Gerçek: 2558.29 | Tahmin: 2558.29 | MAE Hata: 0.0000
[2026-06-01 16:50:04.051034] Gerçek: 2558.29 | Tahmin: 2558.29 | MAE Hata: 0.0000
[2026-06-01 16:50:04.096785] Gerçek: 2558.29 | Tahmin: 2558.29 | MAE Hata: 0.0000
[2026-06-01 16:50:04.215236] Gerçek: 2483.25 | Tahmin: 2483.25 | MAE Hata: 0.0000
[2026-06-01 16:50:04.301834] Gerçek: 2483.25 | Tahmin: 2483.25 | MAE Hata: 0.0000
[2026-06-01 16:50:04.353068] Gerçek: 2483.25 | Tahmin: 2483.25 | MAE Hata: 0.0000
[2026-06-01 16:50:04.466650] Gerçek: 2410.28 | Tahmin: 2410.28 | MAE Hata: 0.0000
[2026-06-01 16:50:04.571648] Gerçek: 2410.28 | Tahmin: 2410.28 | MAE Hata: 0.0000
[2026-06-01 16:50:04.601762] Gerçek: 2410.28 | Tahmin: 2410.28 | MAE Hata: 0.0000
[2026-06-01 16:50:04.693920] Gerçek: 2347.62 | Tahmin: 2347.62 | MAE Hata: 0.0000
[2026-06-01 16:50:04.802114] Gerçek: 2347.62 | Tahmin: 2347.62 | MAE Hata: 0.0000
[2026-06-01 16:50:04.847987] Gerçek: 2347.62 | Tahmin: 2347.62 | MAE Hata: 0.0000
[2026-06-01 16:50:04.906279] Gerçek: 2300.38 | Tahmin: 2300.38 | MAE Hata: 0.0000
[2026-06-01 16:50:05.014340] Gerçek: 2300.38 | Tahmin: 2300.38 | MAE Hata: 0.0000
[2026-06-01 16:50:05.081434] Gerçek: 2300.38 | Tahmin: 2300.38 | MAE Hata: 0.0000
[2026-06-01 16:50:05.123080] Gerçek: 2254.01 | Tahmin: 2254.01 | MAE Hata: 0.0000
[2026-06-01 16:50:05.248509] Gerçek: 2254.01 | Tahmin: 2254.01 | MAE Hata: 0.0000
[2026-06-01 16:50:05.344449] Gerçek: 2254.01 | Tahmin: 2254.01 | MAE Hata: 0.0000
[2026-06-01 16:50:05.403552] Gerçek: 2200.07 | Tahmin: 2200.07 | MAE Hata: 0.0000
[2026-06-01 16:50:05.509676] Gerçek: 2200.07 | Tahmin: 2200.07 | MAE Hata: 0.0000
[2026-06-01 16:50:05.642210] Gerçek: 2200.07 | Tahmin: 2200.07 | MAE Hata: 0.0000
[2026-06-01 16:50:05.721195] Gerçek: 2136.54 | Tahmin: 2136.54 | MAE Hata: 0.0000
[2026-06-01 16:50:05.809005] Gerçek: 2136.54 | Tahmin: 2136.54 | MAE Hata: 0.0000
[2026-06-01 16:50:05.884831] Gerçek: 2136.54 | Tahmin: 2136.54 | MAE Hata: 0.0000
[2026-06-01 16:50:05.976189] Gerçek: 2071.89 | Tahmin: 2071.89 | MAE Hata: 0.0000
[2026-06-01 16:50:06.077587] Gerçek: 2071.89 | Tahmin: 2071.89 | MAE Hata: 0.0000
[2026-06-01 16:50:06.172968] Gerçek: 2071.89 | Tahmin: 2071.89 | MAE Hata: 0.0000
[2026-06-01 16:50:06.246070] Gerçek: 2010.83 | Tahmin: 2010.83 | MAE Hata: 0.0000
[2026-06-01 16:50:06.331673] Gerçek: 2010.83 | Tahmin: 2010.83 | MAE Hata: 0.0000
[2026-06-01 16:50:06.407552] Gerçek: 2010.83 | Tahmin: 2010.83 | MAE Hata: 0.0000
[2026-06-01 16:50:06.508929] Gerçek: 1959.52 | Tahmin: 1959.52 | MAE Hata: 0.0000
[2026-06-01 16:50:06.577924] Gerçek: 1959.52 | Tahmin: 1959.52 | MAE Hata: 0.0000
[2026-06-01 16:50:06.642988] Gerçek: 1959.52 | Tahmin: 1959.52 | MAE Hata: 0.0000
[2026-06-01 16:50:06.738661] Gerçek: 1921.66 | Tahmin: 1921.66 | MAE Hata: 0.0000
[2026-06-01 16:50:06.825356] Gerçek: 1921.66 | Tahmin: 1921.66 | MAE Hata: 0.0000
[2026-06-01 16:50:06.912170] Gerçek: 1921.66 | Tahmin: 1921.66 | MAE Hata: 0.0000
[2026-06-01 16:50:06.988602] Gerçek: 1883.04 | Tahmin: 1883.04 | MAE Hata: 0.0000
[2026-06-01 16:50:07.071886] Gerçek: 1883.04 | Tahmin: 1883.04 | MAE Hata: 0.0000
[2026-06-01 16:50:07.179427] Gerçek: 1883.04 | Tahmin: 1883.04 | MAE Hata: 0.0000
[2026-06-01 16:50:07.275009] Gerçek: 1836.39 | Tahmin: 1836.39 | MAE Hata: 0.0000
[2026-06-01 16:50:07.351198] Gerçek: 1836.39 | Tahmin: 1836.39 | MAE Hata: 0.0000
[2026-06-01 16:50:07.421778] Gerçek: 1836.39 | Tahmin: 1836.39 | MAE Hata: 0.0000
[2026-06-01 16:50:07.496002] Gerçek: 1781.11 | Tahmin: 1781.11 | MAE Hata: 0.0000
[2026-06-01 16:50:07.578722] Gerçek: 1781.11 | Tahmin: 1781.11 | MAE Hata: 0.0000
[2026-06-01 16:50:07.658278] Gerçek: 1781.11 | Tahmin: 1781.11 | MAE Hata: 0.0000
[2026-06-01 16:50:07.758049] Gerçek: 1736.00 | Tahmin: 1736.00 | MAE Hata: 0.0000
[2026-06-01 16:50:07.856927] Gerçek: 1736.00 | Tahmin: 1736.00 | MAE Hata: 0.0000
[2026-06-01 16:50:07.968090] Gerçek: 1736.00 | Tahmin: 1736.00 | MAE Hata: 0.0000
[2026-06-01 16:50:08.070105] Gerçek: 1685.70 | Tahmin: 1685.70 | MAE Hata: 0.0000
[2026-06-01 16:50:08.148247] Gerçek: 1685.70 | Tahmin: 1685.70 | MAE Hata: 0.0000
[2026-06-01 16:50:08.237956] Gerçek: 1685.70 | Tahmin: 1685.70 | MAE Hata: 0.0000
[2026-06-01 16:50:08.290993] Gerçek: 1653.15 | Tahmin: 1653.15 | MAE Hata: 0.0000
[2026-06-01 16:50:08.359551] Gerçek: 1653.15 | Tahmin: 1653.15 | MAE Hata: 0.0000
[2026-06-01 16:50:08.434925] Gerçek: 1653.15 | Tahmin: 1653.15 | MAE Hata: 0.0000
[2026-06-01 16:50:08.505415] Gerçek: 1623.51 | Tahmin: 1623.51 | MAE Hata: 0.0000
[2026-06-01 16:50:08.593022] Gerçek: 1623.51 | Tahmin: 1623.51 | MAE Hata: 0.0000
[2026-06-01 16:50:08.664078] Gerçek: 1623.51 | Tahmin: 1623.51 | MAE Hata: 0.0000
[2026-06-01 16:50:08.741525] Gerçek: 1591.67 | Tahmin: 1591.67 | MAE Hata: 0.0000
[2026-06-01 16:50:08.828437] Gerçek: 1591.67 | Tahmin: 1591.67 | MAE Hata: 0.0000
[2026-06-01 16:50:08.900725] Gerçek: 1591.67 | Tahmin: 1591.67 | MAE Hata: 0.0000
[2026-06-01 16:50:08.977598] Gerçek: 1551.37 | Tahmin: 1551.37 | MAE Hata: 0.0000
[2026-06-01 16:50:09.058385] Gerçek: 1551.37 | Tahmin: 1551.37 | MAE Hata: 0.0000
[2026-06-01 16:50:09.151580] Gerçek: 1551.37 | Tahmin: 1551.37 | MAE Hata: 0.0000
[2026-06-01 16:50:09.218167] Gerçek: 1503.19 | Tahmin: 1503.19 | MAE Hata: 0.0000
[2026-06-01 16:50:09.279791] Gerçek: 1503.19 | Tahmin: 1503.19 | MAE Hata: 0.0000
[2026-06-01 16:50:09.389094] Gerçek: 1503.19 | Tahmin: 1503.19 | MAE Hata: 0.0000
[2026-06-01 16:50:41.388184] Gerçek: 855.73 | Tahmin: 855.73 | MAE Hata: 0.0000
[2026-06-01 16:50:41.478509] Gerçek: 833.65 | Tahmin: 833.65 | MAE Hata: 0.0000
[2026-06-01 16:50:41.580003] Gerçek: 810.25 | Tahmin: 810.25 | MAE Hata: 0.0000
[2026-06-01 16:50:41.670284] Gerçek: 786.96 | Tahmin: 786.96 | MAE Hata: 0.0000
[2026-06-01 16:50:41.756516] Gerçek: 766.63 | Tahmin: 766.63 | MAE Hata: 0.0000
[2026-06-01 16:50:41.835116] Gerçek: 751.08 | Tahmin: 751.08 | MAE Hata: 0.0000
[2026-06-01 16:50:41.931262] Gerçek: 736.22 | Tahmin: 736.22 | MAE Hata: 0.0000
[2026-06-01 16:50:42.037575] Gerçek: 719.40 | Tahmin: 719.40 | MAE Hata: 0.0000
[2026-06-01 16:50:42.132864] Gerçek: 702.00 | Tahmin: 702.00 | MAE Hata: 0.0000
[2026-06-01 16:50:42.225646] Gerçek: 681.41 | Tahmin: 681.41 | MAE Hata: 0.0000
[2026-06-01 16:50:42.329225] Gerçek: 661.38 | Tahmin: 661.38 | MAE Hata: 0.0000
[2026-06-01 16:50:42.418189] Gerçek: 644.19 | Tahmin: 644.19 | MAE Hata: 0.0000
[2026-06-01 16:50:42.508842] Gerçek: 631.23 | Tahmin: 631.23 | MAE Hata: 0.0000
[2026-06-01 16:50:42.599305] Gerçek: 618.50 | Tahmin: 618.50 | MAE Hata: 0.0000
[2026-06-01 16:50:42.685471] Gerçek: 603.70 | Tahmin: 603.70 | MAE Hata: 0.0000
[2026-06-01 16:50:42.776149] Gerçek: 586.27 | Tahmin: 586.27 | MAE Hata: 0.0000
[2026-06-01 16:50:42.849542] Gerçek: 568.53 | Tahmin: 568.53 | MAE Hata: 0.0000
[2026-06-01 16:50:42.931327] Gerçek: 551.78 | Tahmin: 551.78 | MAE Hata: 0.0000
[2026-06-01 16:50:43.013335] Gerçek: 537.69 | Tahmin: 537.69 | MAE Hata: 0.0000
[2026-06-01 16:50:43.082993] Gerçek: 527.31 | Tahmin: 527.31 | MAE Hata: 0.0000
[2026-06-01 16:50:43.159384] Gerçek: 516.71 | Tahmin: 516.71 | MAE Hata: 0.0000
[2026-06-01 16:50:43.237344] Gerçek: 503.91 | Tahmin: 503.91 | MAE Hata: 0.0000
[2026-06-01 16:50:43.318809] Gerçek: 488.74 | Tahmin: 488.74 | MAE Hata: 0.0000
[2026-06-01 16:50:43.396108] Gerçek: 476.36 | Tahmin: 476.36 | MAE Hata: 0.0000
[2026-06-01 16:50:43.464134] Gerçek: 462.56 | Tahmin: 462.56 | MAE Hata: 0.0000
[2026-06-01 16:50:43.539867] Gerçek: 453.63 | Tahmin: 453.63 | MAE Hata: 0.0000
[2026-06-01 16:50:43.639495] Gerçek: 445.49 | Tahmin: 445.49 | MAE Hata: 0.0000
[2026-06-01 16:50:43.724875] Gerçek: 436.76 | Tahmin: 436.76 | MAE Hata: 0.0000
[2026-06-01 16:50:43.790961] Gerçek: 425.70 | Tahmin: 425.70 | MAE Hata: 0.0000
[2026-06-01 16:50:43.860046] Gerçek: 412.48 | Tahmin: 412.48 | MAE Hata: 0.0000
